Lead_ID,Created_Date,Owner,Region,Raw_Source,Product_Code,Industry,Company_Size,Deal_Stage,Last_Stage_Date,Close_Date,Expected_Value_USD,Discount_Pct,Stage_Probability,Lost_Reason,Funnel_Level
L00653,2026-05-04,Bao Tran,South,LinkedIn Ads,BI-PLUS,Manufacturing,SMB,Proposal,2026-07-14,,22200.0,0.05,0.65,,4
L00654,2025-02-15,Bao Tran,South,SEM - Google,MKT-AUTO,Technology,Enterprise,Closed Lost,2025-04-07,2025-04-07,48000.0,0,0.0,No Decision,4
L00655,2025-09-26,Minh Do,North,linkedin,CRM-CORE,Professional Services,Mid-Market,Closed Won,2025-12-28,2025-12-28,14600.0,0.05,1.0,,6
L00656,2026-06-14,Tuan Bui,Central,Cold Email,CRM-PRO,Education,SMB,Closed Won,2026-08-01,2026-08-01,13400.0,0.05,1.0,,6
L00657,2025-08-15,Tuan Bui,Central,SEM - Google,MKT-AUTO,Healthcare,SMB,Closed Won,2025-09-27,2025-09-27,16100.0,0.12,1.0,,6
L00658,2026-01-15,Quynh Vu,North,google cpc,CRM-PRO,Financial Services,SMB,Closed Won,2026-04-03,2026-04-03,21400.0,0.03,1.0,,6
L00659,2026-03-06,Tuan Bui,Central,virtual event,MKT-AUTO,Healthcare,Enterprise,Closed Lost,2026-04-11,2026-04-11,41000.0,0,0.0,Price,3
L00660,2026-01-12,Bao Tran,South,Conference Scan,BI-PLUS,Financial Services,SMB,Negotiation,2026-05-14,,30100.0,0,0.85,,5
L00661,2026-01-31,An Nguyen,South,organic search,CRM-PRO,Retail,SMB,Closed Won,2026-03-22,2026-03-22,12600.0,0.12,1.0,,6
L00662,2026-06-17,Duy Pham,South,email nurture,MKT-AUTO,Professional Services,Enterprise,Demo / Meeting,2026-07-27,,67800.0,0.05,0.4,,3
L00663,2025-06-26,Quynh Vu,North,Conference Scan,MKT-AUTO,Financial Services,Mid-Market,Closed Won,2025-07-31,2025-07-31,33000.0,0,1.0,,6
L00664,2025-01-14,Chi Le,South,SEO,CRM-PRO,Professional Services,SMB,Closed Lost,2025-03-06,2025-03-06,24700.0,0,0.0,Competitor,4
L00665,2025-04-04,Minh Do,North,LI Ads,REV-OPS,Manufacturing,Mid-Market,Closed Lost,2025-05-24,2025-05-24,67800.0,0,0.0,No Decision,5
L00666,2025-01-18,Duy Pham,South,Outbound,CRM-PRO,Manufacturing,SMB,Closed Lost,2025-02-09,2025-02-09,14800.0,0,0.0,Budget,5
L00667,2025-03-10,Chi Le,South,newsletter,REV-OPS,Education,Mid-Market,Negotiation,2025-11-18,,55400.0,0.03,0.85,,5
L00668,2026-06-01,Chi Le,South,Cold Email,BI-PLUS,Retail,Mid-Market,Closed Lost,2026-07-25,2026-07-25,47900.0,0,0.0,Timing,2
L00669,2025-06-02,Ha Vo,North,Outbound,CS-CLOUD,Technology,Mid-Market,Closed Lost,2025-06-27,2025-06-27,47400.0,0,0.0,Budget,3
L00670,2025-02-05,Ha Vo,North,organic search,CRM-PRO,Retail,Mid-Market,Closed Lost,2025-02-26,2025-02-26,43200.0,0,0.0,Competitor,4
L00671,2025-10-27,Tuan Bui,Central,virtual event,CS-CLOUD,Retail,SMB,Closed Lost,2025-12-17,2025-12-17,17700.0,0,0.0,No Decision,3
L00672,2025-09-06,Tuan Bui,Central,Google Organic,BI-PLUS,Manufacturing,Mid-Market,Closed Won,2025-10-20,2025-10-20,39900.0,0.05,1.0,,6
L00673,2025-07-21,Tuan Bui,Central,Conference Scan,BI-PLUS,Education,Mid-Market,Closed Lost,2025-09-16,2025-09-16,46200.0,0,0.0,Timing,5
L00674,2025-04-15,An Nguyen,South,SEO,CS-CLOUD,Retail,SMB,Negotiation,2026-01-04,,19500.0,0.03,0.85,,5
L00675,2026-03-03,Ha Vo,North,Email Campaign,CRM-CORE,Education,SMB,Closed Won,2026-04-26,2026-04-26,7000.0,0.08,1.0,,6
L00676,2025-08-30,Chi Le,South,SEO,CRM-CORE,Technology,SMB,Closed Lost,2025-10-13,2025-10-13,9400.0,0,0.0,Price,4
L00677,2026-06-19,Minh Do,North,Conference Scan,CRM-PRO,Retail,Mid-Market,Closed Lost,2026-09-01,2026-09-01,20500.0,0,0.0,Competitor,3
L00678,2026-05-24,Minh Do,North,SEO,CS-CLOUD,Education,Enterprise,Proposal,2026-07-20,,42400.0,0.03,0.65,,4
L00679,2025-07-21,Quynh Vu,North,email nurture,MKT-AUTO,Professional Services,SMB,Closed Lost,2025-09-07,2025-09-07,11800.0,0,0.0,Budget,3
L00680,2025-12-15,Minh Do,North,organic search,BI-PLUS,Retail,SMB,Closed Lost,2026-02-07,2026-02-07,13000.0,0,0.0,Price,4
L00681,2026-06-10,An Nguyen,South,SEM - Google,BI-PLUS,Technology,Mid-Market,Closed Won,2026-07-19,2026-07-19,39500.0,0.05,1.0,,6
L00682,2026-04-13,Duy Pham,South,virtual event,MKT-AUTO,Professional Services,Mid-Market,Closed Lost,2026-05-14,2026-05-14,34000.0,0,0.0,No Decision,4
L00683,2025-03-04,Chi Le,South,Referral,BI-PLUS,Education,SMB,Closed Lost,2025-04-22,2025-04-22,13000.0,0,0.0,Budget,4
L00684,2026-02-27,Quynh Vu,North,SEO,CRM-CORE,Financial Services,Enterprise,Closed Lost,2026-04-01,2026-04-01,29400.0,0,0.0,Budget,4
L00685,2026-07-24,Ha Vo,North,Google Ads,CRM-CORE,Professional Services,Mid-Market,Closed Lost,2026-09-01,2026-09-01,17700.0,0,0.0,Budget,2
L00686,2025-06-13,Chi Le,South,linkedin,BI-PLUS,Healthcare,SMB,Negotiation,2026-05-06,,15600.0,0.03,0.85,,5
L00687,2025-04-12,Minh Do,North,google cpc,MKT-AUTO,Financial Services,Mid-Market,Negotiation,2025-11-26,,31100.0,0,0.85,,5
L00688,2025-10-13,Bao Tran,South,Google Ads,REV-OPS,Professional Services,SMB,Closed Lost,2025-11-12,2025-11-12,34200.0,0,0.0,Price,3
L00689,2025-03-24,Ha Vo,North,newsletter,CS-CLOUD,Professional Services,Mid-Market,Negotiation,2026-05-24,,26300.0,0.03,0.85,,5
L00690,2026-04-08,Ha Vo,North,SEM - Google,CRM-CORE,Technology,SMB,Closed Won,2026-05-13,2026-05-13,6400.0,0,1.0,,6
L00691,2026-03-15,Tuan Bui,Central,linkedin,CRM-CORE,Retail,SMB,Closed Lost,2026-05-19,2026-05-19,8900.0,0,0.0,Competitor,4
L00692,2025-12-31,Minh Do,North,Partner Referral,BI-PLUS,Financial Services,Mid-Market,Closed Won,2026-03-15,2026-03-15,43300.0,0.1,1.0,,6
L00693,2025-03-13,Minh Do,North,SEO,CS-CLOUD,Manufacturing,SMB,Closed Lost,2025-04-10,2025-04-10,24700.0,0,0.0,Competitor,4
L00694,2026-04-08,Tuan Bui,Central,customer referral,CS-CLOUD,Manufacturing,SMB,Closed Lost,2026-05-15,2026-05-15,23600.0,0,0.0,No Decision,3
L00695,2025-06-14,Bao Tran,South,Referral,CS-CLOUD,Manufacturing,SMB,Closed Lost,2025-07-29,2025-07-29,17500.0,0,0.0,Budget,3
L00696,2026-02-16,An Nguyen,South,linkedin,CS-CLOUD,Financial Services,Mid-Market,Closed Lost,2026-04-02,2026-04-02,24300.0,0,0.0,Budget,2
L00697,2026-03-19,Chi Le,South,linkedin,BI-PLUS,Technology,Enterprise,Closed Lost,2026-04-06,2026-04-06,68900.0,0,0.0,Budget,4
L00698,2025-11-16,Chi Le,South,Partner Referral,CS-CLOUD,Technology,SMB,Closed Lost,2026-01-30,2026-01-30,12400.0,0,0.0,Feature Gap,3
L00699,2025-01-12,Chi Le,South,SEM - Google,CRM-CORE,Education,SMB,Closed Lost,2025-03-24,2025-03-24,10400.0,0,0.0,Price,2
L00700,2026-01-01,An Nguyen,South,customer referral,CRM-CORE,Technology,SMB,Closed Lost,2026-02-24,2026-02-24,8400.0,0,0.0,Competitor,2
L00701,2025-10-05,Tuan Bui,Central,newsletter,CRM-CORE,Financial Services,Mid-Market,Closed Won,2025-12-07,2025-12-07,17700.0,0.1,1.0,,6
L00702,2025-03-10,Quynh Vu,North,Referral,BI-PLUS,Manufacturing,Mid-Market,Negotiation,2025-09-27,,51100.0,0.03,0.85,,5
L00703,2026-05-18,Tuan Bui,Central,LI Ads,CRM-PRO,Financial Services,SMB,Closed Lost,2026-07-01,2026-07-01,22600.0,0,0.0,No Decision,4
L00704,2025-05-23,Quynh Vu,North,Referral,REV-OPS,Technology,Mid-Market,Closed Lost,2025-07-26,2025-07-26,68500.0,0,0.0,Competitor,4
L00705,2025-02-19,Duy Pham,South,customer referral,CRM-CORE,Financial Services,SMB,Closed Lost,2025-03-31,2025-03-31,8500.0,0,0.0,Budget,4
L00706,2025-06-21,Duy Pham,South,organic search,BI-PLUS,Financial Services,Mid-Market,Closed Lost,2025-08-09,2025-08-09,52200.0,0,0.0,Timing,3
L00707,2025-05-07,Chi Le,South,virtual event,CRM-CORE,Technology,Mid-Market,Closed Won,2025-07-17,2025-07-17,15600.0,0.1,1.0,,6
L00708,2025-08-06,An Nguyen,South,LI Ads,MKT-AUTO,Healthcare,Mid-Market,Closed Won,2025-09-30,2025-09-30,35000.0,0.12,1.0,,6
L00709,2026-04-26,Minh Do,North,linkedin,CRM-CORE,Retail,Enterprise,Closed Lost,2026-06-17,2026-06-17,26800.0,0,0.0,No Decision,5
L00710,2025-07-04,Duy Pham,South,linkedin,MKT-AUTO,Manufacturing,Enterprise,Closed Lost,2025-09-16,2025-09-16,53900.0,0,0.0,Budget,5
L00711,2025-01-30,Chi Le,South,Webinar,CRM-CORE,Healthcare,Mid-Market,Closed Lost,2025-02-07,2025-02-07,10800.0,0,0.0,Competitor,2
L00712,2025-11-15,Duy Pham,South,customer referral,CS-CLOUD,Retail,Enterprise,Closed Lost,2026-01-03,2026-01-03,53900.0,0,0.0,Price,5
L00713,2025-10-15,Ha Vo,North,LI Ads,CRM-PRO,Manufacturing,SMB,Closed Lost,2025-11-21,2025-11-21,21400.0,0,0.0,Price,5
L00714,2025-02-10,An Nguyen,South,Partner Referral,CRM-CORE,Manufacturing,SMB,Negotiation,2025-11-16,,8200.0,0,0.85,,5
L00715,2025-05-11,Bao Tran,South,Outbound,MKT-AUTO,Professional Services,Mid-Market,Closed Lost,2025-07-20,2025-07-20,27600.0,0,0.0,Competitor,3
L00716,2026-07-14,Bao Tran,South,SEM - Google,CRM-PRO,Financial Services,SMB,Closed Lost,2026-08-01,2026-08-01,23600.0,0,0.0,Budget,4
L00717,2025-07-06,Bao Tran,South,Outbound,CRM-CORE,Healthcare,Mid-Market,Closed Lost,2025-08-04,2025-08-04,8200.0,0,0.0,Competitor,2
L00718,2026-08-29,Bao Tran,South,SEO,CS-CLOUD,Financial Services,Mid-Market,Qualified,2026-08-31,,36600.0,0.05,0.2,,2
L00719,2026-05-10,Tuan Bui,Central,linkedin,CRM-PRO,Retail,SMB,Closed Lost,2026-06-16,2026-06-16,16100.0,0,0.0,Feature Gap,5
L00720,2026-06-07,Tuan Bui,Central,LinkedIn Ads,CS-CLOUD,Manufacturing,SMB,Closed Lost,2026-06-15,2026-06-15,14700.0,0,0.0,Budget,2
L00721,2026-03-11,Tuan Bui,Central,Google Ads,CS-CLOUD,Technology,Mid-Market,Closed Lost,2026-05-10,2026-05-10,36600.0,0,0.0,Price,5
L00722,2026-08-10,Tuan Bui,Central,LI Ads,CRM-PRO,Education,SMB,New,2026-08-27,,22700.0,0,0.05,,1
L00723,2025-07-24,An Nguyen,South,SEO,CRM-CORE,Manufacturing,Mid-Market,Closed Won,2025-08-05,2025-08-05,18600.0,0,1.0,,6
L00724,2026-02-26,Ha Vo,North,SEO,MKT-AUTO,Professional Services,Mid-Market,Closed Lost,2026-05-08,2026-05-08,26200.0,0,0.0,Competitor,2
L00725,2025-04-24,Ha Vo,North,newsletter,MKT-AUTO,Healthcare,SMB,Closed Lost,2025-06-18,2025-06-18,15300.0,0,0.0,Price,4
L00726,2025-09-10,Bao Tran,South,newsletter,MKT-AUTO,Technology,SMB,Closed Won,2025-11-20,2025-11-20,15900.0,0.05,1.0,,6
L00727,2025-05-19,Quynh Vu,North,SEM - Google,CRM-PRO,Education,Mid-Market,Closed Lost,2025-07-27,2025-07-27,22800.0,0,0.0,Budget,4
L00728,2026-08-07,Bao Tran,South,SEO,CRM-PRO,Professional Services,SMB,New,2026-08-21,,19800.0,0,0.05,,1
L00729,2025-01-23,Tuan Bui,Central,Google Ads,CRM-PRO,Healthcare,Mid-Market,Negotiation,2025-11-10,,32000.0,0,0.85,,5
L00730,2025-10-24,Bao Tran,South,Webinar,MKT-AUTO,Retail,SMB,Closed Lost,2025-12-23,2025-12-23,13300.0,0,0.0,No Decision,5
L00731,2025-03-24,Tuan Bui,Central,linkedin,CRM-PRO,Retail,SMB,Closed Lost,2025-05-09,2025-05-09,20700.0,0,0.0,Price,2
L00732,2026-06-26,Ha Vo,North,Google Ads,REV-OPS,Retail,Mid-Market,Qualified,2026-08-01,,48800.0,0,0.2,,2
L00733,2025-09-21,Bao Tran,South,linkedin,CRM-PRO,Professional Services,SMB,Closed Won,2025-11-09,2025-11-09,11300.0,0.12,1.0,,6
L00734,2026-03-07,Quynh Vu,North,Webinar,BI-PLUS,Manufacturing,SMB,Closed Lost,2026-04-30,2026-04-30,23600.0,0,0.0,Competitor,5
L00735,2025-02-06,Chi Le,South,Webinar,CRM-PRO,Professional Services,Mid-Market,Closed Won,2025-03-28,2025-03-28,35900.0,0.08,1.0,,6
L00736,2025-02-28,Chi Le,South,Webinar,CRM-CORE,Financial Services,Mid-Market,Closed Won,2025-05-19,2025-05-19,11300.0,0.05,1.0,,6
L00737,2025-07-29,Quynh Vu,North,SEM - Google,CRM-CORE,Education,SMB,Closed Lost,2025-08-30,2025-08-30,7800.0,0,0.0,Feature Gap,5
L00738,2025-11-12,Chi Le,South,Google Organic,CRM-PRO,Financial Services,SMB,Closed Won,2025-11-24,2025-11-24,25500.0,0.08,1.0,,6
L00739,2026-07-25,Tuan Bui,Central,Google Ads,CRM-CORE,Manufacturing,Mid-Market,New,2026-08-25,,13300.0,0.03,0.05,,1
L00740,2026-06-15,An Nguyen,South,Google Ads,CRM-PRO,Technology,SMB,Closed Lost,2026-09-01,2026-09-01,25300.0,0,0.0,Timing,3
L00741,2025-04-13,Duy Pham,South,google cpc,BI-PLUS,Professional Services,SMB,Closed Lost,2025-05-16,2025-05-16,29000.0,0,0.0,Budget,2
L00742,2025-01-05,Quynh Vu,North,Partner Referral,CRM-PRO,Healthcare,SMB,Closed Lost,2025-02-24,2025-02-24,18500.0,0,0.0,Competitor,4
L00743,2025-04-17,Ha Vo,North,Webinar,MKT-AUTO,Retail,Mid-Market,Closed Lost,2025-06-01,2025-06-01,29100.0,0,0.0,Timing,2
L00744,2026-01-13,Quynh Vu,North,Outbound,MKT-AUTO,Financial Services,Mid-Market,Closed Lost,2026-03-04,2026-03-04,27900.0,0,0.0,Competitor,4
L00745,2025-08-22,Bao Tran,South,Google Organic,BI-PLUS,Technology,Mid-Market,Closed Won,2025-09-15,2025-09-15,41700.0,0.03,1.0,,6
L00746,2026-04-24,An Nguyen,South,SEO,MKT-AUTO,Healthcare,SMB,Closed Lost,2026-06-05,2026-06-05,15600.0,0,0.0,Price,3
L00747,2026-02-12,Ha Vo,North,SDR Outreach,BI-PLUS,Technology,Mid-Market,Closed Lost,2026-04-02,2026-04-02,26200.0,0,0.0,Timing,2
L00748,2026-07-22,An Nguyen,South,linkedin,MKT-AUTO,Retail,Enterprise,Qualified,2026-08-27,,50800.0,0,0.2,,2
L00749,2026-08-30,Quynh Vu,North,Google Organic,BI-PLUS,Financial Services,Mid-Market,New,2026-09-01,,51100.0,0,0.05,,1
L00750,2025-05-05,Chi Le,South,organic search,REV-OPS,Technology,Mid-Market,Closed Lost,2025-05-22,2025-05-22,62900.0,0,0.0,Feature Gap,2
L00751,2025-08-07,An Nguyen,South,organic search,REV-OPS,Financial Services,SMB,Closed Lost,2025-09-21,2025-09-21,37500.0,0,0.0,Timing,4
L00752,2026-05-14,Bao Tran,South,virtual event,CRM-PRO,Healthcare,Mid-Market,Proposal,2026-07-10,,31800.0,0.05,0.65,,4
L00753,2025-07-15,Ha Vo,North,Partner Referral,BI-PLUS,Education,SMB,Closed Lost,2025-08-06,2025-08-06,13500.0,0,0.0,Budget,3
L00754,2025-12-21,Tuan Bui,Central,LinkedIn Ads,CRM-PRO,Manufacturing,SMB,Closed Lost,2025-12-29,2025-12-29,15800.0,0,0.0,No Decision,2
L00755,2025-05-04,Tuan Bui,Central,google cpc,MKT-AUTO,Technology,SMB,Closed Lost,2025-07-29,2025-07-29,17000.0,0,0.0,Budget,5
L00756,2026-08-22,Tuan Bui,Central,virtual event,CRM-CORE,Retail,Mid-Market,Qualified,2026-08-28,,13900.0,0,0.2,,2
L00757,2025-07-11,Duy Pham,South,organic search,REV-OPS,Manufacturing,Mid-Market,Closed Lost,2025-09-11,2025-09-11,67200.0,0,0.0,Budget,5
L00758,2026-02-12,Tuan Bui,Central,SEO,REV-OPS,Retail,Enterprise,Closed Lost,2026-03-19,2026-03-19,119400.0,0,0.0,Feature Gap,5
L00759,2026-06-21,Duy Pham,South,SEM - Google,CS-CLOUD,Manufacturing,SMB,Closed Lost,2026-09-01,2026-09-01,15600.0,0,0.0,Price,2
L00760,2025-12-27,Duy Pham,South,LI Ads,CRM-PRO,Education,SMB,Closed Lost,2026-02-02,2026-02-02,18400.0,0,0.0,No Decision,3
L00761,2025-12-16,Bao Tran,South,Cold Email,REV-OPS,Technology,Mid-Market,Negotiation,2026-05-22,,70300.0,0.05,0.85,,5
L00762,2026-07-12,Bao Tran,South,Email Campaign,CS-CLOUD,Financial Services,Enterprise,Demo / Meeting,2026-08-12,,86100.0,0,0.4,,3
L00763,2025-12-25,Minh Do,North,Partner Referral,CS-CLOUD,Healthcare,SMB,Closed Lost,2026-02-13,2026-02-13,19900.0,0,0.0,No Decision,5
L00764,2025-08-10,Ha Vo,North,Partner Referral,MKT-AUTO,Financial Services,SMB,Closed Lost,2025-09-03,2025-09-03,15300.0,0,0.0,No Decision,5
L00765,2025-04-22,Chi Le,South,organic search,CS-CLOUD,Education,Mid-Market,Closed Lost,2025-04-30,2025-04-30,41500.0,0,0.0,Price,4
L00766,2025-12-07,Quynh Vu,North,Google Organic,CRM-PRO,Healthcare,Enterprise,Closed Won,2026-03-05,2026-03-05,89100.0,0.1,1.0,,6
L00767,2025-12-28,Quynh Vu,North,LI Ads,CS-CLOUD,Technology,Enterprise,Closed Lost,2026-03-04,2026-03-04,89600.0,0,0.0,Feature Gap,4
L00768,2026-03-30,Bao Tran,South,SEO,REV-OPS,Manufacturing,SMB,Proposal,2026-06-17,,27600.0,0.05,0.65,,4
L00769,2025-11-22,Ha Vo,North,Referral,CRM-PRO,Professional Services,Enterprise,Closed Lost,2025-12-05,2025-12-05,71600.0,0,0.0,No Decision,5
L00770,2025-05-28,An Nguyen,South,Google Ads,MKT-AUTO,Manufacturing,SMB,Closed Lost,2025-07-20,2025-07-20,20700.0,0,0.0,Price,3
L00771,2025-01-27,Bao Tran,South,Partner Referral,BI-PLUS,Financial Services,Mid-Market,Closed Lost,2025-03-24,2025-03-24,31800.0,0,0.0,Budget,4
L00772,2025-11-11,Ha Vo,North,email nurture,CRM-CORE,Financial Services,Enterprise,Closed Lost,2025-12-23,2025-12-23,27900.0,0,0.0,Price,3
L00773,2026-07-07,Tuan Bui,Central,Google Organic,CRM-PRO,Technology,Mid-Market,Closed Lost,2026-09-01,2026-09-01,20200.0,0,0.0,No Decision,3
L00774,2025-10-03,Chi Le,South,LinkedIn Ads,CS-CLOUD,Manufacturing,Mid-Market,Closed Won,2025-11-28,2025-11-28,44600.0,0.03,1.0,,6
L00775,2025-11-26,Quynh Vu,North,Email Campaign,CRM-PRO,Professional Services,SMB,Closed Won,2026-02-13,2026-02-13,16800.0,0.08,1.0,,6
L00776,2025-05-08,Minh Do,North,LI Ads,BI-PLUS,Manufacturing,Mid-Market,Closed Lost,2025-06-25,2025-06-25,28200.0,0,0.0,Competitor,3
L00777,2025-02-19,Minh Do,North,email nurture,CS-CLOUD,Retail,SMB,Closed Lost,2025-03-04,2025-03-04,27800.0,0,0.0,Price,2
L00778,2026-04-17,Duy Pham,South,SEM - Google,BI-PLUS,Financial Services,Mid-Market,Closed Lost,2026-06-25,2026-06-25,52200.0,0,0.0,Competitor,2
L00779,2025-10-15,Duy Pham,South,SEO,CRM-CORE,Technology,SMB,Closed Won,2026-01-27,2026-01-27,8100.0,0.12,1.0,,6
L00780,2026-07-22,Ha Vo,North,Email Campaign,CRM-CORE,Healthcare,SMB,New,2026-08-16,,9500.0,0.03,0.05,,1
L00781,2025-04-05,Ha Vo,North,Unknown Event,CRM-CORE,Professional Services,Mid-Market,Closed Lost,2025-04-29,2025-04-29,10400.0,0,0.0,Budget,2
L00782,2026-04-02,Minh Do,North,Google Ads,BI-PLUS,Professional Services,Enterprise,Closed Lost,2026-05-28,2026-05-28,80600.0,0,0.0,No Decision,2
L00783,2026-05-04,Tuan Bui,Central,customer referral,BI-PLUS,Healthcare,SMB,Negotiation,2026-07-06,,29700.0,0,0.85,,5
L00784,2025-01-11,Tuan Bui,Central,LinkedIn Ads,REV-OPS,Professional Services,Mid-Market,Closed Lost,2025-02-09,2025-02-09,82000.0,0,0.0,Price,3
L00785,2026-01-27,Bao Tran,South,linkedin,BI-PLUS,Professional Services,SMB,Closed Won,2026-04-30,2026-04-30,24400.0,0,1.0,,6
L00786,2025-06-23,Ha Vo,North,Referral,CS-CLOUD,Retail,Mid-Market,Closed Lost,2025-08-13,2025-08-13,31300.0,0,0.0,Budget,4
L00787,2026-06-23,An Nguyen,South,customer referral,REV-OPS,Retail,SMB,Demo / Meeting,2026-08-08,,38900.0,0,0.4,,3
L00788,2025-02-20,Quynh Vu,North,Partner Referral,BI-PLUS,Healthcare,SMB,Closed Lost,2025-04-02,2025-04-02,22500.0,0,0.0,Budget,4
L00789,2026-03-06,Minh Do,North,Google Organic,CRM-PRO,Manufacturing,Mid-Market,Negotiation,2026-05-09,,32800.0,0,0.85,,5
L00790,2026-02-22,Minh Do,North,virtual event,CRM-CORE,Technology,SMB,Closed Lost,2026-05-15,2026-05-15,7800.0,0,0.0,Price,3
L00791,2025-02-15,An Nguyen,South,LinkedIn Ads,CRM-CORE,Technology,Mid-Market,Closed Lost,2025-03-15,2025-03-15,12000.0,0,0.0,Price,4
L00792,2025-12-16,Duy Pham,South,SEO,MKT-AUTO,Manufacturing,SMB,Closed Won,2025-12-28,2025-12-28,11600.0,0.03,1.0,,6
L00793,2025-05-02,Quynh Vu,North,LinkedIn Ads,MKT-AUTO,Professional Services,SMB,Closed Lost,2025-06-13,2025-06-13,9600.0,0,0.0,Price,4
L00794,2025-12-07,An Nguyen,South,Cold Email,CS-CLOUD,Financial Services,Enterprise,Closed Lost,2025-12-16,2025-12-16,57600.0,0,0.0,Timing,5
L00795,2025-11-16,Tuan Bui,Central,google cpc,MKT-AUTO,Education,Mid-Market,Closed Lost,2026-01-15,2026-01-15,19000.0,0,0.0,Feature Gap,5
L00796,2026-01-25,Chi Le,South,organic search,CRM-PRO,Financial Services,SMB,Closed Lost,2026-02-25,2026-02-25,23300.0,0,0.0,Competitor,5
L00797,2026-07-23,Quynh Vu,North,Google Organic,CRM-PRO,Retail,SMB,Qualified,2026-08-12,,18700.0,0,0.2,,2
L00798,2025-04-26,Quynh Vu,North,Google Ads,CS-CLOUD,Retail,Mid-Market,Negotiation,2026-01-04,,29500.0,0.03,0.85,,5
L00799,2026-02-16,Tuan Bui,Central,google cpc,CRM-PRO,Healthcare,Enterprise,Closed Lost,2026-03-24,2026-03-24,88100.0,0,0.0,Price,5
L00800,2025-06-21,An Nguyen,South,SEO,REV-OPS,Retail,SMB,Negotiation,2025-12-22,,45000.0,0.03,0.85,,5
L00801,2025-05-24,An Nguyen,South,email nurture,BI-PLUS,Education,Mid-Market,Closed Lost,2025-07-16,2025-07-16,24800.0,0,0.0,Timing,4
L00802,2026-05-11,Duy Pham,South,Cold Email,MKT-AUTO,Healthcare,Enterprise,Closed Won,2026-07-28,2026-07-28,41400.0,0.12,1.0,,6
L00803,2025-07-31,Bao Tran,South,Webinar,BI-PLUS,Manufacturing,SMB,Closed Lost,2025-09-11,2025-09-11,28900.0,0,0.0,No Decision,3
L00804,2026-02-02,Bao Tran,South,LI Ads,CRM-CORE,Financial Services,Mid-Market,Closed Lost,2026-03-04,2026-03-04,10200.0,0,0.0,Budget,2
L00805,2025-03-19,Duy Pham,South,google cpc,BI-PLUS,Healthcare,SMB,Closed Lost,2025-04-10,2025-04-10,28000.0,0,0.0,Timing,4
L00806,2025-04-09,Chi Le,South,organic search,MKT-AUTO,Financial Services,SMB,Closed Lost,2025-06-17,2025-06-17,19200.0,0,0.0,Competitor,2
L00807,2026-06-16,Bao Tran,South,Webinar,CRM-CORE,Professional Services,SMB,Closed Won,2026-07-24,2026-07-24,8100.0,0,1.0,,6
L00808,2025-06-09,Duy Pham,South,SEM - Google,CRM-PRO,Education,SMB,Closed Lost,2025-08-08,2025-08-08,14700.0,0,0.0,Feature Gap,4
L00809,2025-01-26,Tuan Bui,Central,Google Organic,MKT-AUTO,Manufacturing,Mid-Market,Closed Won,2025-04-18,2025-04-18,23100.0,0.03,1.0,,6
L00810,2025-08-07,An Nguyen,South,SEM - Google,MKT-AUTO,Retail,Mid-Market,Negotiation,2026-05-21,,27800.0,0,0.85,,5
L00811,2026-07-15,Chi Le,South,LI Ads,CS-CLOUD,Healthcare,SMB,Qualified,2026-08-05,,22500.0,0,0.2,,2
L00812,2025-03-26,Minh Do,North,Google Ads,REV-OPS,Professional Services,SMB,Closed Lost,2025-05-17,2025-05-17,30100.0,0,0.0,Budget,5
L00813,2025-04-19,Bao Tran,South,LI Ads,BI-PLUS,Financial Services,SMB,Closed Won,2025-05-31,2025-05-31,25300.0,0.08,1.0,,6
L00814,2025-01-15,Tuan Bui,Central,Referral,CRM-CORE,Technology,Mid-Market,Closed Lost,2025-01-23,2025-01-23,12700.0,0,0.0,Price,3
L00815,2026-02-27,Tuan Bui,Central,Referral,BI-PLUS,Technology,Mid-Market,Closed Lost,2026-05-12,2026-05-12,35500.0,0,0.0,Competitor,3
L00816,2025-06-21,Ha Vo,North,SEM - Google,CRM-CORE,Professional Services,SMB,Closed Lost,2025-08-29,2025-08-29,5800.0,0,0.0,Price,3
L00817,2025-02-03,Chi Le,South,SEO,CRM-CORE,Retail,SMB,Closed Lost,2025-03-26,2025-03-26,8000.0,0,0.0,Timing,5
L00818,2026-01-18,Minh Do,North,google cpc,MKT-AUTO,Financial Services,Mid-Market,Closed Lost,2026-02-28,2026-02-28,31800.0,0,0.0,No Decision,5
L00819,2026-03-28,An Nguyen,South,Webinar,REV-OPS,Education,Mid-Market,Closed Lost,2026-05-01,2026-05-01,87200.0,0,0.0,Price,2
L00820,2025-05-30,Tuan Bui,Central,Google Ads,BI-PLUS,Financial Services,Mid-Market,Closed Lost,2025-06-23,2025-06-23,31500.0,0,0.0,No Decision,3
L00821,2026-06-05,Bao Tran,South,newsletter,CRM-CORE,Technology,Enterprise,Closed Lost,2026-06-29,2026-06-29,28900.0,0,0.0,Feature Gap,4
L00822,2025-09-17,Tuan Bui,Central,google cpc,CRM-PRO,Manufacturing,SMB,Closed Lost,2025-10-18,2025-10-18,22900.0,0,0.0,Timing,5
L00823,2026-04-12,Duy Pham,South,Cold Email,CRM-PRO,Professional Services,SMB,Closed Lost,2026-06-23,2026-06-23,22000.0,0,0.0,Price,4
L00824,2025-12-03,Quynh Vu,North,Webinar,MKT-AUTO,Education,SMB,Closed Lost,2026-01-28,2026-01-28,20700.0,0,0.0,No Decision,3
