learner_id,age,prior_score,prior_courses,weekly_hours,videos_watched,assignments_done,quiz_avg,forum_posts,logins_per_week,support_tickets,days_since_signup,signup_hour,plan,device,region,email_verified,completed
L11394,50,48.2,1,7.72,14,9,90.1,2,3.1,2,31,18,free,mobile,North,yes,yes
L11395,39,58.8,5,1.04,26,7,58.5,3,3.2,2,67,3,free,mobile,North,yes,no
L11396,32,63.2,3,2.34,18,9,68.7,3,4.4,0,95,17,basic,desktop,North,yes,yes
L11397,52,62.4,2,12.85,17,3,51.1,3,4.3,1,106,10,free,mobile,North,yes,no
L11398,17,72.1,1,7.26,16,9,57.5,3,3.5,0,11,2,free,desktop,North,yes,no
L11399,41,68.7,0,10.89,24,6,43.5,2,6.3,0,56,17,free,mobile,South,yes,no
L11400,22,40.1,3,0.68,16,0,55.0,1,1.3,1,115,10,free,desktop,North,no,no
L11401,41,43.8,0,3.76,15,4,62.1,6,4.6,3,65,17,premium,mobile,East,yes,no
L11402,33,65.4,4,1.92,13,3,60.1,7,5.6,2,18,21,free,mobile,West,yes,no
L11403,19,59.6,2,1.81,23,7,54.1,3,4.3,2,74,0,basic,desktop,West,yes,yes
L11404,27,78.5,4,8.75,16,7,33.1,1,3.7,3,94,0,premium,mobile,West,yes,yes
L11405,47,66.6,4,1.61,19,5,63.9,3,7.8,3,18,11,basic,mobile,East,yes,yes
L11406,38,54.6,5,6.44,16,10,64.8,3,5.7,1,32,9,free,desktop,West,yes,yes
L11407,37,47.3,2,15.91,13,3,48.2,5,6.1,0,1,5,basic,desktop,South,yes,yes
L11408,24,50.6,3,0.77,21,4,42.2,2,4.5,1,72,11,free,mobile,East,yes,no
L11409,41,79.2,0,4.68,24,2,72.1,0,5.4,0,49,20,free,desktop,East,yes,no
L11410,24,69.9,3,9.2,13,2,74.2,6,1.8,1,101,2,free,mobile,East,no,yes
L11411,40,55.4,1,2.42,23,9,62.2,6,4.8,1,44,16,free,desktop,West,yes,no
L11412,47,52.7,4,11.21,22,4,46.1,5,3.8,0,93,1,free,mobile,South,no,no
L11413,31,28.8,1,3.08,20,1,50.9,0,2.6,1,91,23,premium,mobile,East,yes,no
L11414,55,76.8,3,0.29,25,6,68.6,4,3.3,0,88,1,premium,desktop,South,yes,yes
L11415,20,62.3,3,1.73,6,3,59.0,5,4.4,0,24,22,free,mobile,North,yes,no
L11416,44,51.8,2,2.53,16,4,90.1,3,0.7,1,76,3,free,tablet,South,yes,no
L11417,34,45.2,3,5.26,15,10,73.1,2,3.2,0,39,0,premium,desktop,South,yes,no
L11418,42,36.8,5,6.24,19,4,96.0,2,6.2,1,93,20,basic,desktop,North,yes,yes
L11419,40,57.1,5,0.68,20,8,53.2,2,1.6,0,7,17,premium,desktop,North,yes,yes
L11420,50,56.7,5,9.4,11,8,41.9,4,4.4,0,60,17,premium,desktop,North,no,no
L11421,22,65.9,1,6.1,22,6,82.0,2,1.6,1,14,17,premium,tablet,West,yes,yes
L11422,49,84.8,1,2.39,15,5,61.2,5,4.2,0,75,14,basic,desktop,East,yes,yes
L11423,54,55.9,1,2.29,13,1,64.8,4,4.4,1,68,1,premium,desktop,West,yes,no
L11424,55,30.7,3,4.58,18,10,40.3,6,5.0,0,118,2,free,tablet,North,yes,no
L11425,43,60.4,0,6.61,16,3,59.8,0,7.9,1,35,22,free,tablet,South,yes,no
L11426,50,52.6,3,5.77,18,8,45.2,2,5.4,1,15,8,free,mobile,North,yes,no
L11427,27,75.2,2,6.17,20,5,75.6,3,3.8,0,72,13,basic,desktop,South,yes,yes
L11428,51,74.7,0,5.98,16,5,29.1,1,6.2,1,92,11,free,desktop,West,no,yes
L11429,19,57.0,4,1.66,18,4,54.3,3,5.6,1,117,1,free,mobile,West,yes,yes
L11430,34,70.2,2,1.35,25,1,47.7,2,2.0,1,17,8,free,desktop,North,yes,no
L11431,36,70.3,4,1.24,18,9,36.8,5,2.6,0,108,6,premium,mobile,East,yes,yes
L11432,52,52.3,4,5.26,19,7,44.1,2,5.7,0,58,6,free,desktop,North,yes,yes
L11433,53,40.3,4,4.29,18,2,41.6,0,3.7,2,99,3,free,tablet,East,yes,no
L11434,56,72.7,4,5.68,20,5,54.4,1,,1,43,22,basic,desktop,East,yes,yes
L11435,57,75.4,4,6.44,23,3,54.9,3,1.4,1,92,3,free,desktop,South,yes,no
L11436,37,76.3,5,3.56,14,6,63.5,3,2.1,1,117,4,basic,desktop,East,yes,yes
L11437,38,67.0,2,9.01,17,0,61.5,7,2.3,0,17,6,basic,mobile,East,yes,no
L11438,43,87.8,1,6.3,13,0,57.0,2,5.7,2,29,18,free,desktop,East,yes,no
L11439,26,65.3,5,2.2,22,10,19.7,1,4.8,1,109,3,free,desktop,North,yes,yes
L11440,46,67.4,0,6.61,18,8,45.9,4,5.0,0,2,21,premium,desktop,East,no,yes
L11441,39,71.1,5,5.86,18,9,51.5,5,4.1,3,77,6,premium,desktop,West,yes,yes
L11442,43,87.5,1,3.1,23,7,71.8,3,3.2,0,109,2,basic,desktop,East,no,yes
L11443,40,31.3,1,3.42,29,2,61.2,5,5.5,0,65,23,premium,mobile,South,yes,no
L11444,45,64.3,4,6.75,23,9,52.8,3,5.1,2,6,6,free,desktop,East,yes,yes
L11445,26,74.3,2,9.6,13,4,77.8,5,7.1,2,78,15,premium,mobile,West,no,yes
L11446,53,45.4,2,4.23,12,0,53.6,2,6.1,1,117,9,premium,mobile,South,yes,no
L11447,43,63.5,5,1.23,25,1,20.4,3,1.3,0,115,13,free,mobile,West,yes,no
L11448,43,50.9,2,4.7,23,2,41.5,2,0.0,1,63,2,free,desktop,South,yes,no
L11449,36,51.8,2,1.75,12,2,71.9,1,2.0,0,78,16,free,desktop,South,yes,no
L11450,39,56.9,4,0.86,13,9,53.6,2,1.2,0,65,7,premium,desktop,South,yes,yes
L11451,35,41.2,5,1.1,20,10,44.3,4,5.4,0,33,3,free,mobile,South,yes,no
L11452,48,76.6,2,3.36,11,10,73.5,3,6.4,0,63,8,premium,desktop,North,yes,yes
L11453,20,69.4,4,4.84,21,9,57.5,5,5.0,0,1,2,free,desktop,West,yes,yes
L11454,42,55.3,2,2.85,14,4,64.6,1,0.0,0,64,5,free,desktop,South,yes,no
L11455,56,52.9,5,2.67,22,10,84.4,3,4.7,0,51,2,premium,tablet,East,yes,yes
L11456,21,49.6,4,2.64,19,4,40.5,3,7.1,2,2,10,free,mobile,West,yes,no
L11457,29,89.3,1,2.02,25,9,68.2,2,5.7,0,29,20,free,desktop,North,yes,no
L11458,47,52.2,1,6.82,19,1,59.8,2,2.0,1,109,8,premium,mobile,West,no,yes
L11459,53,80.4,3,0.19,25,10,61.3,2,4.9,1,38,10,basic,desktop,South,yes,yes
L11460,30,37.9,5,4.14,21,7,85.1,4,3.0,2,25,10,free,desktop,West,yes,no
L11461,21,70.8,4,6.0,14,0,21.8,4,6.4,1,63,20,premium,desktop,East,yes,no
L11462,48,69.0,4,4.83,23,4,60.6,7,7.5,1,92,20,free,mobile,East,yes,yes
L11463,50,76.9,2,4.85,15,9,60.4,1,1.4,1,87,16,basic,mobile,North,yes,yes
L11464,50,48.2,5,7.76,17,2,100.0,5,4.2,0,2,10,premium,mobile,West,yes,yes
L11465,46,69.7,1,7.19,18,6,27.7,5,2.2,0,33,10,basic,desktop,East,yes,no
L11466,42,79.8,4,6.14,30,9,26.5,2,4.0,1,117,20,basic,desktop,North,yes,yes
L11467,52,40.3,2,10.43,18,5,52.0,3,5.9,1,60,14,basic,mobile,West,yes,no
L11468,37,57.3,3,2.07,17,9,75.7,2,5.3,2,21,7,free,mobile,West,yes,yes
L11469,19,67.2,0,5.89,29,9,38.1,2,3.4,0,35,14,premium,mobile,South,yes,yes
L11470,27,61.3,4,2.02,21,2,29.7,5,1.0,0,34,2,free,mobile,West,yes,yes
L11471,47,48.8,4,4.79,24,4,50.6,2,2.1,2,94,18,basic,tablet,East,yes,no
L11472,31,65.1,3,3.71,25,7,66.8,1,6.8,1,9,1,premium,desktop,North,yes,yes
L11473,53,67.9,5,16.05,12,2,80.2,4,5.6,1,69,15,premium,desktop,South,yes,yes
L11474,58,49.7,5,9.48,15,7,60.3,2,1.0,2,68,18,free,mobile,North,no,yes
L11475,49,42.1,1,4.15,17,0,84.1,3,4.0,0,86,2,basic,desktop,West,yes,no
L11476,19,66.3,0,9.73,16,8,78.3,3,4.0,0,83,6,basic,mobile,South,yes,yes
L11477,27,36.7,0,2.07,14,3,62.3,1,8.6,1,6,8,free,desktop,North,yes,no
L11478,24,57.5,3,1.76,15,6,63.3,1,0.0,1,22,18,free,tablet,West,yes,no
L11479,58,61.8,5,4.97,16,4,25.5,1,1.4,1,97,16,free,mobile,South,no,no
L11480,34,42.7,1,2.35,18,8,38.6,4,3.1,0,24,19,free,desktop,West,no,no
L11481,52,73.4,5,0.97,17,8,55.4,3,8.5,0,41,0,free,desktop,East,yes,yes
L11482,31,68.3,3,2.04,20,2,88.7,3,5.3,1,76,2,free,desktop,North,yes,no
L11483,26,23.6,3,5.19,16,0,72.1,2,3.2,0,1,2,premium,tablet,West,yes,no
L11484,39,67.3,2,5.02,15,3,32.8,3,5.5,1,81,15,basic,desktop,West,yes,no
L11485,35,82.2,5,3.09,11,5,20.1,1,2.7,0,109,7,premium,mobile,West,yes,no
L11486,27,58.0,1,0.84,21,3,71.7,3,1.4,0,102,21,basic,desktop,North,yes,yes
L11487,41,41.1,1,11.65,18,8,45.8,6,0.7,0,69,5,premium,mobile,East,no,yes
L11488,38,56.8,2,7.29,16,1,100.0,7,5.6,1,112,16,basic,tablet,North,yes,yes
L11489,30,76.2,0,8.63,16,10,44.1,2,3.6,1,40,9,basic,mobile,South,yes,yes
L11490,57,58.7,1,2.79,20,3,81.1,2,4.6,1,76,11,basic,desktop,West,no,yes
L11491,26,57.4,1,3.54,14,3,79.3,4,0.8,2,86,3,basic,mobile,North,yes,yes
L11492,55,52.3,4,3.14,17,5,72.8,4,3.5,2,75,22,basic,desktop,West,yes,yes
L11493,24,51.0,0,1.49,16,4,37.0,2,6.0,0,108,7,free,mobile,South,yes,no
L11494,21,80.1,4,1.23,27,10,54.4,2,3.1,0,80,10,basic,mobile,East,yes,yes
L11495,53,95.0,2,5.48,19,8,62.8,3,2.8,1,110,3,premium,mobile,North,yes,yes
L11496,44,51.6,5,1.39,21,3,64.5,3,6.9,0,28,6,basic,desktop,West,yes,yes
L11497,43,70.2,3,1.29,13,10,65.1,2,4.0,1,5,18,free,desktop,East,yes,yes
L11498,24,37.3,4,3.5,16,5,76.1,5,7.7,2,101,20,free,desktop,West,no,no
L11499,48,78.5,1,0.48,20,10,51.8,2,3.3,1,112,23,premium,desktop,South,no,yes
L11500,38,50.1,1,3.91,19,1,43.8,3,4.8,1,75,20,premium,mobile,West,yes,no
L11501,37,62.4,4,0.61,21,6,41.3,4,3.5,0,83,13,free,desktop,South,yes,yes
L11502,34,64.9,0,3.61,17,0,46.1,2,3.7,1,29,18,basic,mobile,South,yes,no
L11503,52,76.9,0,5.15,21,10,64.4,5,6.6,0,75,16,free,mobile,East,yes,no
L11504,25,49.8,2,1.61,19,9,42.0,2,5.3,2,28,23,free,tablet,East,yes,no
L11505,57,65.5,5,2.76,16,3,37.1,3,0.8,0,79,16,free,mobile,South,yes,no
L11506,25,81.3,4,1.4,17,5,34.0,2,3.7,1,26,22,premium,mobile,North,yes,no
L11507,17,56.4,2,3.28,13,5,68.3,6,5.7,3,65,5,free,mobile,South,yes,no
L11508,44,52.3,2,3.01,19,1,82.0,5,1.2,0,23,14,free,mobile,East,yes,no
L11509,19,62.3,2,7.32,16,8,66.8,3,3.8,0,35,8,premium,desktop,East,yes,yes
L11510,18,67.9,0,9.14,21,9,55.2,1,7.9,3,64,23,basic,mobile,South,yes,yes
L11511,30,39.9,5,2.59,29,6,33.2,4,3.2,0,87,6,basic,desktop,East,yes,no
L11512,50,47.8,3,6.48,14,5,52.4,3,6.8,1,76,13,free,mobile,East,yes,yes
L11513,28,30.9,2,8.09,17,5,68.0,1,5.2,1,91,0,basic,mobile,North,yes,yes
L11514,47,47.4,0,4.69,21,8,53.9,3,4.0,1,32,3,basic,desktop,West,yes,yes
L11515,37,93.9,4,8.03,17,2,71.3,6,1.8,0,68,16,basic,tablet,East,yes,yes
L11516,29,73.0,5,1.38,16,1,84.7,2,3.0,0,90,10,basic,desktop,North,yes,yes
L11517,24,59.4,5,2.39,17,6,64.4,1,3.8,2,100,6,premium,desktop,North,no,yes
L11518,50,48.0,3,5.94,19,1,62.6,2,2.5,1,4,21,free,desktop,South,yes,no
L11519,51,64.0,4,8.78,22,2,64.9,3,0.0,0,26,13,free,mobile,East,yes,no
L11520,43,47.1,1,5.34,11,5,30.2,2,5.9,1,22,16,free,desktop,North,yes,no
L11521,29,39.2,4,12.24,12,0,83.2,2,4.3,2,118,17,premium,mobile,North,no,yes
L11522,32,37.2,5,2.01,18,1,35.5,1,4.2,0,115,19,basic,mobile,East,no,no
L11523,35,48.8,3,0.16,23,9,100.0,3,3.8,2,45,16,free,desktop,South,yes,yes
L11524,57,57.8,4,4.13,19,6,89.7,3,1.4,0,52,10,premium,desktop,West,yes,yes
L11525,30,87.2,1,3.33,20,0,41.7,3,2.2,0,91,6,basic,tablet,East,yes,no
L11526,43,37.4,3,2.11,17,4,58.8,0,0.9,2,80,4,free,mobile,South,yes,no
L11527,53,56.9,1,1.22,18,5,80.2,6,5.0,1,80,12,basic,desktop,South,no,yes
L11528,33,62.5,2,5.55,19,9,24.4,4,6.1,0,7,17,premium,desktop,North,yes,yes
L11529,33,70.6,2,6.64,24,2,24.7,3,6.5,2,64,2,basic,desktop,South,yes,no
L11530,37,61.6,3,15.33,14,5,52.5,2,3.2,1,68,0,free,desktop,North,yes,yes
L11531,52,43.8,3,2.79,21,10,37.9,1,3.9,2,11,19,basic,mobile,West,yes,no
L11532,40,41.1,0,5.58,17,6,78.3,1,3.3,0,72,12,premium,desktop,South,yes,yes
L11533,30,79.5,3,2.0,18,7,44.5,5,4.3,1,2,15,free,tablet,South,yes,no
L11534,32,57.1,3,7.17,13,0,58.1,1,4.9,0,24,16,free,mobile,East,yes,no
L11535,55,100.0,1,4.63,14,3,46.5,0,4.6,0,37,14,basic,mobile,North,yes,yes
L11536,44,73.4,4,3.56,11,10,61.4,1,1.9,1,68,14,free,mobile,North,yes,no
L11537,27,49.7,5,2.67,24,10,57.4,4,2.9,1,94,20,basic,mobile,East,no,no
L11538,36,36.0,4,4.06,12,9,51.7,2,7.2,0,18,12,free,desktop,South,yes,yes
L11539,56,50.3,4,7.69,25,10,59.8,6,5.9,1,88,20,free,tablet,East,no,yes
L11540,58,58.0,3,0.06,15,2,33.9,2,5.4,1,118,20,free,desktop,South,yes,no
L11541,34,33.8,1,9.28,16,5,64.9,1,2.8,0,3,16,basic,desktop,South,yes,no
L11542,19,46.8,1,6.27,26,8,68.8,1,3.2,0,55,0,basic,desktop,North,yes,no
L11543,49,74.6,1,5.92,13,8,36.1,3,3.1,0,115,6,free,mobile,East,yes,no
L11544,36,52.4,0,6.51,14,3,90.0,5,2.3,2,109,16,premium,desktop,South,yes,no
L11545,41,64.5,1,6.35,16,1,89.0,1,4.0,0,99,2,premium,desktop,West,no,no
L11546,44,48.7,0,6.64,20,7,,2,5.9,0,50,8,basic,mobile,North,yes,yes
L11547,35,70.9,5,6.47,16,1,76.3,4,5.3,0,39,9,free,mobile,West,yes,no
L11548,18,41.8,1,6.13,17,5,36.5,1,1.2,0,66,12,basic,desktop,West,yes,yes
L11549,21,67.3,2,2.76,23,1,54.2,3,4.5,1,3,18,free,desktop,North,yes,no
L11550,47,75.4,2,2.77,19,3,29.3,5,0.4,1,29,3,free,tablet,South,yes,no
L11551,24,53.3,5,6.22,17,0,61.1,2,6.5,1,106,17,free,desktop,East,yes,no
L11552,51,57.3,5,3.17,13,9,85.8,3,3.1,0,79,10,basic,mobile,East,no,yes
L11553,41,69.0,4,3.09,13,5,55.7,4,4.8,0,57,5,free,mobile,North,no,no
L11554,35,78.1,0,2.23,17,10,64.3,1,9.1,0,22,23,basic,mobile,East,yes,yes
L11555,50,58.4,4,11.06,18,8,74.0,4,4.4,1,7,1,free,tablet,West,yes,yes
L11556,36,44.8,1,2.89,16,8,60.2,4,2.9,0,93,11,basic,desktop,West,yes,yes
L11557,19,69.5,4,6.37,21,7,65.4,2,2.3,0,117,4,premium,mobile,West,yes,yes
L11558,57,63.2,0,2.23,16,10,27.5,5,5.6,0,72,4,free,tablet,North,no,no
L11559,21,39.5,4,4.18,12,6,61.6,4,2.7,1,55,12,basic,mobile,West,no,yes
L11560,30,72.6,3,1.67,18,4,68.4,1,5.5,1,107,14,free,desktop,South,yes,no
L11561,20,67.7,2,2.26,20,8,57.2,3,3.6,1,26,11,basic,desktop,West,yes,no
L11562,49,71.1,3,3.37,23,5,63.5,4,3.3,1,78,21,free,desktop,South,yes,no
L11563,35,55.1,2,1.29,13,4,57.4,6,8.7,2,23,20,free,mobile,West,no,no
L11564,44,76.5,3,7.63,9,2,53.1,3,3.5,1,89,1,basic,desktop,West,no,yes
L11565,53,41.2,3,2.61,20,0,69.9,2,2.1,1,14,4,basic,mobile,East,yes,no
L11566,45,58.2,2,4.25,14,2,65.3,3,6.7,1,44,14,basic,desktop,South,no,yes
L11567,22,63.6,1,5.1,20,7,66.1,2,4.5,0,37,6,basic,mobile,South,no,yes
L11568,19,52.5,0,0.83,16,10,74.7,4,7.6,1,24,22,free,mobile,West,yes,yes
L11569,34,64.7,5,5.21,20,1,69.5,4,4.8,0,53,23,premium,desktop,East,no,yes
L11570,44,73.1,4,0.92,13,3,89.7,4,5.8,2,38,3,basic,mobile,South,yes,no
L11571,28,52.8,5,2.46,19,0,75.8,1,4.5,0,50,2,free,mobile,North,yes,no
L11572,51,57.0,1,0.31,23,5,41.7,1,5.1,0,40,1,basic,mobile,West,yes,no
L11573,53,30.9,3,0.65,20,9,75.0,2,1.2,1,14,21,basic,mobile,North,yes,no
L11574,55,60.6,5,2.79,10,1,100.0,1,4.5,1,31,6,basic,desktop,North,yes,no
L11575,51,68.6,0,6.9,10,8,80.1,1,5.6,1,104,12,premium,desktop,South,yes,yes
L11576,22,70.2,2,3.85,16,2,40.9,0,5.3,1,95,17,basic,mobile,South,yes,no
L11577,48,72.8,5,1.59,16,8,76.7,5,5.7,0,6,11,premium,mobile,East,yes,yes
L11578,45,52.4,3,4.54,17,0,45.6,3,2.6,2,30,7,free,mobile,South,yes,no
L11579,20,78.4,1,0.76,11,9,9.6,2,3.9,1,30,4,free,desktop,North,yes,no
L11580,30,75.8,5,1.05,16,8,75.4,2,5.3,1,83,11,free,mobile,North,yes,yes
L11581,52,66.9,4,1.89,16,10,44.2,2,2.1,1,69,18,free,desktop,North,yes,yes
L11582,31,77.3,0,2.86,15,10,80.6,1,2.1,0,40,2,free,desktop,West,yes,yes
L11583,47,63.0,5,2.37,24,0,23.7,3,4.6,1,43,2,basic,desktop,South,yes,no
L11584,48,75.0,0,5.05,21,9,72.3,2,6.8,1,87,18,basic,mobile,East,yes,no
L11585,59,68.8,1,4.3,12,1,24.1,1,3.0,0,12,0,free,desktop,North,yes,no
L11586,27,72.1,3,2.53,15,2,54.8,1,6.1,1,51,15,basic,desktop,North,yes,yes
L11587,26,50.6,1,2.91,16,7,16.2,2,5.7,0,97,21,basic,mobile,South,yes,no
L11588,52,57.8,1,10.34,25,8,100.0,5,3.6,0,64,7,premium,mobile,West,yes,yes
L11589,27,68.5,1,2.12,17,7,30.8,4,6.6,2,73,23,premium,desktop,East,yes,no
L11590,17,42.6,0,9.87,18,3,37.6,2,6.7,0,29,15,basic,desktop,East,yes,no
L11591,18,38.8,3,1.21,18,0,28.4,3,1.9,0,23,14,premium,desktop,West,yes,no
L11592,56,95.1,1,4.55,14,7,41.5,2,4.4,0,16,4,free,mobile,West,yes,no
L11593,52,48.1,2,13.45,22,0,26.8,0,1.4,0,12,3,free,desktop,East,no,no
L11594,52,72.3,0,9.7,20,4,43.1,3,2.1,0,67,17,free,desktop,East,yes,no
L11595,32,63.6,5,3.16,15,2,39.2,3,4.5,1,63,22,free,mobile,North,yes,no
L11596,55,74.5,1,3.4,19,7,15.5,4,7.1,0,43,9,basic,mobile,North,yes,yes
L11597,49,75.3,0,13.08,13,4,73.8,2,8.2,1,24,18,free,desktop,South,yes,yes
L11598,19,43.5,3,4.52,22,0,54.8,1,2.0,0,27,20,basic,desktop,East,yes,no
L11599,36,43.1,3,2.7,16,9,41.2,2,5.7,3,38,8,free,mobile,South,yes,yes
L11600,50,51.2,1,1.32,13,7,44.7,3,2.6,0,112,17,free,desktop,North,yes,no
L11601,27,62.4,1,5.04,13,1,57.4,2,6.1,1,91,11,free,desktop,West,yes,yes
L11602,45,48.1,0,3.53,19,4,62.0,3,5.7,1,17,20,premium,desktop,East,yes,no
L11603,29,63.7,0,2.04,17,3,93.5,1,3.2,2,74,22,free,mobile,East,yes,yes
L11604,37,61.2,5,9.75,7,7,86.1,5,6.0,1,88,22,free,mobile,East,yes,yes
L11605,34,49.0,2,1.76,16,6,64.6,5,1.8,1,48,7,free,mobile,West,yes,no
L11606,20,70.7,4,1.3,19,0,100.0,3,4.5,1,119,8,basic,mobile,South,yes,yes
L11607,34,61.4,2,8.13,25,2,89.0,2,4.5,1,49,11,free,desktop,South,yes,no
L11608,53,32.1,2,1.02,18,9,82.7,2,4.3,2,3,11,basic,desktop,East,yes,yes
L11609,17,40.0,3,3.64,22,3,39.5,1,6.1,2,53,2,free,desktop,North,yes,yes
L11610,32,60.9,3,1.52,12,4,29.2,3,2.3,1,37,14,free,mobile,East,yes,yes
L11611,44,87.1,0,3.26,19,7,53.5,3,3.6,0,89,11,free,mobile,West,yes,yes
L11612,21,54.2,0,1.22,18,3,39.6,2,3.2,0,76,21,premium,mobile,East,no,no
L11613,19,69.4,1,10.19,12,6,65.5,1,5.4,1,59,10,free,mobile,West,yes,no
L11614,30,78.2,2,5.89,20,8,64.7,4,1.4,0,55,20,basic,mobile,East,yes,yes
L11615,31,56.9,0,3.94,16,3,47.1,2,5.7,0,101,4,basic,mobile,North,yes,no
L11616,24,42.0,2,4.26,25,1,48.1,4,0.0,1,56,3,free,mobile,West,yes,no
L11617,43,73.0,3,2.82,14,2,69.9,5,2.6,2,42,7,free,mobile,East,yes,no
L11618,53,71.4,5,2.93,24,10,71.0,3,3.8,1,88,7,premium,desktop,South,yes,yes
L11619,57,76.0,4,2.49,13,2,32.4,8,1.6,0,2,9,free,mobile,West,no,no
L11620,38,76.9,1,5.25,13,5,100.0,4,4.4,0,18,7,free,mobile,South,yes,no
L11621,42,51.3,3,3.11,17,6,39.3,3,7.5,0,48,9,free,desktop,West,no,no
L11622,39,40.0,1,2.1,21,4,95.9,4,3.3,1,1,10,premium,mobile,North,yes,no
L11623,53,74.3,1,1.76,25,2,87.6,2,3.2,0,66,19,free,mobile,North,yes,no
L11624,47,53.7,2,5.91,17,2,64.6,1,2.9,0,68,10,basic,desktop,North,no,no
L11625,57,45.0,5,0.18,17,0,32.0,3,5.3,3,82,4,free,tablet,West,yes,no
L11626,58,54.7,0,2.31,22,5,77.0,1,4.6,0,81,20,basic,mobile,South,yes,no
L11627,18,75.4,2,4.31,21,0,54.6,2,2.8,1,87,10,premium,mobile,South,no,no
L11628,52,48.5,1,12.77,18,4,62.8,6,4.3,0,4,21,premium,mobile,North,yes,no
L11629,51,43.1,2,8.37,16,4,33.2,1,0.0,1,55,20,basic,desktop,South,yes,yes
L11630,58,77.4,1,12.44,13,9,63.9,6,2.7,0,24,9,basic,desktop,West,yes,yes
L11631,29,58.3,1,5.11,17,6,71.0,3,5.8,2,42,1,free,desktop,North,no,no
L11632,56,52.3,1,4.68,19,5,58.7,2,7.4,0,84,6,free,tablet,East,yes,no
L11633,47,65.2,1,2.9,19,9,56.0,2,6.0,1,13,23,basic,mobile,West,yes,yes
L11634,30,75.7,0,3.42,21,5,36.3,1,5.1,0,107,3,premium,tablet,West,yes,no
L11635,42,53.9,5,3.73,18,10,54.7,1,5.7,2,87,20,free,desktop,West,yes,yes
L11636,21,42.9,2,9.29,12,0,55.9,3,4.9,1,79,2,basic,desktop,North,yes,no
L11637,49,61.4,0,5.91,20,2,52.3,5,6.3,3,27,6,premium,tablet,North,yes,no
L11638,54,80.3,1,1.75,19,2,60.4,3,5.0,4,12,20,free,desktop,East,yes,no
L11639,49,75.5,5,2.42,24,4,51.5,2,4.8,0,92,10,basic,desktop,East,yes,yes
L11640,20,55.1,4,2.74,14,6,55.9,3,4.4,1,37,22,basic,mobile,West,yes,no
L11641,25,60.4,5,3.24,20,0,52.2,3,5.5,0,43,9,basic,desktop,South,yes,no
L11642,42,62.1,5,6.8,19,3,83.8,3,4.8,0,36,23,premium,mobile,North,yes,yes
L11643,29,61.4,0,5.07,17,8,29.1,0,2.4,0,55,15,free,mobile,West,yes,no
L11644,47,64.9,3,0.9,19,7,53.2,5,3.3,2,1,14,premium,mobile,South,yes,no
L11645,17,64.3,4,2.92,18,5,63.3,1,4.7,2,90,3,free,mobile,East,yes,no
L11646,34,45.5,4,1.7,25,6,44.2,4,5.3,1,17,6,basic,mobile,South,yes,no
L11647,34,92.4,2,2.85,25,5,47.6,4,6.2,0,60,23,basic,desktop,West,yes,yes
L11648,21,72.5,4,3.92,23,9,44.1,0,4.2,1,40,18,free,mobile,North,no,yes
L11649,53,38.5,3,12.05,20,4,32.2,5,0.0,0,8,6,basic,mobile,South,yes,no
L11650,57,49.9,5,6.65,16,10,64.5,5,2.0,0,9,16,premium,mobile,North,yes,yes
L11651,41,52.0,1,4.96,19,1,62.9,5,5.8,1,92,10,free,mobile,East,yes,no
L11652,58,62.7,1,2.39,14,2,76.4,5,3.7,1,117,14,basic,desktop,North,yes,no
L11653,38,60.7,1,4.22,22,10,56.5,3,5.1,0,106,9,basic,desktop,West,yes,yes
L11654,23,56.9,2,8.41,23,6,58.8,1,0.2,0,15,21,free,mobile,South,yes,yes
L11655,54,58.5,3,2.95,17,10,64.6,1,2.7,0,39,14,basic,mobile,East,yes,yes
L11656,30,33.6,4,2.5,15,8,47.9,2,4.4,1,60,16,basic,mobile,West,yes,yes
L11657,24,81.7,4,4.1,10,4,71.1,2,5.9,2,51,9,free,mobile,East,yes,no
L11658,57,36.4,5,0.57,17,5,35.3,1,4.2,0,62,9,premium,mobile,East,yes,no
L11659,56,55.7,4,2.06,19,0,72.5,1,4.5,0,52,13,free,mobile,South,yes,no
L11660,56,35.5,4,2.96,19,1,98.5,3,4.3,2,91,10,free,mobile,South,yes,no
L11661,41,51.3,2,1.62,10,2,59.6,2,4.8,0,103,6,premium,desktop,West,yes,yes
L11662,24,81.8,5,3.87,16,10,69.4,4,2.5,0,80,11,free,mobile,North,yes,yes
L11663,51,94.0,4,2.0,16,0,,3,3.5,2,78,0,premium,mobile,North,yes,yes
L11664,30,70.0,2,7.95,26,6,47.3,4,5.9,1,24,7,free,desktop,South,yes,yes
L11665,34,52.4,3,2.26,18,7,73.1,2,2.8,0,55,16,free,mobile,South,yes,no
L11666,24,49.4,0,4.47,18,5,81.1,4,1.4,0,37,21,premium,mobile,North,yes,yes
L11667,17,28.9,4,2.76,17,7,85.6,2,0.0,0,47,18,free,mobile,South,yes,no
L11668,53,78.8,0,4.82,16,1,51.8,2,3.2,0,29,2,free,mobile,West,yes,no
L11669,23,69.2,0,5.68,18,7,62.0,3,1.3,3,70,17,premium,mobile,North,yes,no
L11670,28,55.7,1,2.25,16,4,62.1,4,5.5,1,90,23,basic,desktop,South,no,no
L11671,36,31.4,3,7.61,16,7,45.4,2,4.4,0,111,5,free,mobile,West,yes,no
L11672,21,69.6,1,2.61,17,2,87.1,2,8.6,0,71,1,free,mobile,East,no,no
